,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7
0,P682370,Copeland ZB ZB21KCE-TFD-551 3 phase scroll compressor,Copeland,2386.9,"This Copeland Scroll ZB three phase, 3HP compressor with rotolock connections offers 8.6M³/h displacement and smooth scrolling for reduced noise. Lightweight and compact, this compressor is ideal for use in refrigeration units, compact refrigeration systems or special process units.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZB ZB21KCE-TFD-551 3 phase scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/71/NW-682369_682371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_Low_Temperature_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_C060220Scroll_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,
1,P611849,Copeland ZF ZFD18KVE-TFD-EVI digital scroll compressor,Copeland,6042.65,"Developed specifically to provide high performance in low temperature applications, this Copeland Scroll ZF three phase, 6HP compressor with rotolock connections offers 17.1M³/h displacement and a compressor design optimised for frozen food application requirements. ZF*K4E models operate with liquid injection for controlled discharge temperatures while ZFD digital compressors with vapour injection provide stepless capacity control.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZF ZFD18KVE-TFD-EVI digital scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/49/NW-611849_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_Low_Temperature_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZF_EU_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Copeland _ZFD18KVE-TFD-EVI_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,
2,P605998,Danfoss Scroll Compressor VLZ028TGNE9A 9a 3ph inverter comp,Danfoss,1777.04,"The Danfoss VLZ028TGNE9A scroll compressor has an up-to-date design and has been manufactured according to valid European and US regulations. This three-phase 380 to 480V compressor is compatible with R-404A, R-448A and R-449A refrigerants.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Danfoss Scroll Compressor VLZ028TGNE9A 9a 3ph inverter comp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/98/NW-605998_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Scrollcomp_Vlz_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_VLZ028_Brochure.pdf,,,,,
3,P682461,Copeland ZR ZR72KCE-TFD-522 scroll compressor,Copeland,3195.33,"This high performance Copeland Scroll ZRKC three phase, 6HP compressor with brazed tube connections offers 17.1M³/h displacement. With a light, compact design and high levels of efficiency, this compressor can offer significant cost savings during use. Often used in the air conditioning industry for roof-tops, water chillers and close control units, scroll compressors are common replacements for reciprocating or screw compressors. Multiple fully qualified compressor assemblies (tandem/trio) can allow for the use of Copeland Scroll in large capacity systems, the ideal replacement for screw compressors in air cooled chillers up to 500kW.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZR ZR72KCE-TFD-522 scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/62/NW-682460_682462_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/re/Copeland_AC_Nomenclature.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Copeland_ZR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_ZR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Copeland_Catalogue_2018.pdf
4,P682364,Copeland ZB ZB26KCE-PFJ-551 1 phase scroll compressor,Copeland,2664.5,"This Copeland Scroll ZB single phase, 3.5HP compressor with rotolock connections offers 10M³/h displacement and smooth scrolling for reduced noise. Lightweight and compact, this compressor is ideal for use in refrigeration units, compact refrigeration systems or special process units.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZB ZB26KCE-PFJ-551 1 phase scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/64/NW-682362_682364_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_Low_Temperature_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_C060220Scroll_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,
5,P682445,Copeland ZR ZR28K3E-PFJ-522 scroll compressor,Copeland,1961.21,"This Copeland Scroll ZR single phase 2.5HP compressor with brazed tube connections offers 6.8M³/h displacement. Popular in the air conditioning industry for water chillers, roof-tops and close control unit applications, scroll compressors are common replacements for reciprocating or screw compressors. Multiple fully qualified compressor assemblies (tandem/trio) can allow for the use of Copeland Scroll in large capacity systems, the ideal replacement for screw compressors in air cooled chillers up to 500kW.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZR ZR28K3E-PFJ-522 scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/46/NW-682445_682446_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Copeland_ZR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_ZR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Copeland_Catalogue_2018.pdf,
6,P683912,Danfoss Scroll Compressor MLZ076T4LC9A 3 phase scroll compressor,Danfoss,1465.54,"Compatible with a variety of refrigerants, this Danfoss MLZ076T4LC9A scroll compressor is built for use in medium and low temperature refrigeration. Suitable for the operating conditions found in various cooling systems, this three-phase 380 to 415Vcompressor incorporates an energy efficient motor and optimised scroll wrap, ensuring high levels of efficiency in fixed speed compressors.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Danfoss Scroll Compressor MLZ076T4LC9A 3 phase scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/12/NW-683912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Scrollcomp_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Scrollcompressor_Brochure.pdf,,,,,
7,P682451,Copeland ZR ZR28K3E-TFD-522 scroll compressor,Copeland,2028.13,"This Copeland Scroll ZRK3 three phase, 2.5HP compressor with brazed tube connections offers 6.8M³/h displacement and is suitable for residential and light commercial R-407C air conditioning and heat pump systems or R-22 service applications. Scroll compressors are common replacements for reciprocating or screw compressors. Multiple fully qualified compressor assemblies (tandem/trio) can allow for the use of Copeland Scroll in large capacity systems, the ideal replacement for screw compressors in air cooled chillers up to 500kW.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZR ZR28K3E-TFD-522 scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/55/NW-682451_682455_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Copeland_ZR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_ZR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZR_Installation.pdf,,
8,P682971,Copeland ZB ZB57KCE-TFD-591 scroll compressor,Copeland,5179.42,"This Copeland Scroll ZB three phase, 7HP compressor with rotolock connections offers 21.4M³/h displacement and smooth scrolling for reduced noise. Lightweight and compact, this compressor is ideal for use in refrigeration units, compact refrigeration systems or special process units.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZB ZB57KCE-TFD-591 scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/71/NW-682971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_Low_Temperature_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_C060220Scroll_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,
9,P682371,Copeland ZB ZB26KCE-TFD-551 3 phase scroll compressor,Copeland,2753.73,"This Copeland Scroll ZB three phase, 3.5HP compressor with rotolock connections offers 10M³/h displacement and smooth scrolling for reduced noise. Lightweight and compact, this compressor is ideal for use in refrigeration units, compact refrigeration systems or special process units.",Refrigeration/Compressors/Scroll Compressors/Scroll Compressors.csv -> Copeland ZB ZB26KCE-TFD-551 3 phase scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/71/NW-682369_682371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_Low_Temperature_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_C060220Scroll_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,
